School group,School name,Funder name
Swansea/Abertawe,Penyrheol Comprehensive,Self funding and Egni Co-op (50:50)
Swansea/Abertawe,St David's Catholic Primary School and Grange Primary School,
Swansea/Abertawe,Bishop Gore School,School self funding
Swansea/Abertawe,Ysgol Crug Glas,
Swansea/Abertawe,Townhill Community Primary School,
Swansea/Abertawe,Parkland Primary School,
Swansea/Abertawe,St Thomas Community Primary School,
Swansea/Abertawe,Ysgol Gymraeg Pontybrenin,School self funding
Swansea/Abertawe,Ysgol Gyfun GÅµyr,
Swansea/Abertawe,Waun Wen Primary School,
Swansea/Abertawe,Mayals Primary School,
Swansea/Abertawe,Craigfelen Primary School,
Swansea/Abertawe,Pontlliw Primary School,
Swansea/Abertawe,Penllergaer Primary School,
Swansea/Abertawe,Pen y fro Primary School,
Swansea/Abertawe,Clydach Primary School,
Swansea/Abertawe,Cwmrhydyceirw Primary School,
Warwickshire,Whitestone Infant School,
Swansea/Abertawe,Crwys Primary School,
Swansea/Abertawe,"St Joseph's Catholic Primary School, Swansea",
Swansea/Abertawe,Gendros Primary School,
Swansea/Abertawe,Morriston Primary School,
Swansea/Abertawe,Clase Primary School,
Swansea/Abertawe,Gors Community Primary School,
Swansea/Abertawe,Knelston Primary School,
Swansea/Abertawe,YGG Y Login Fach,
Swansea/Abertawe,Penyrheol Primary School,
Swansea/Abertawe,Burlais Primary School,
Swansea/Abertawe,Talycopa Primary School,
Swansea/Abertawe,Brynhyfryd Primary School,
Swansea/Abertawe,St Illtyd's Primary School,
Swansea/Abertawe,Ysgol Gymraeg Bryn y Mor,
Swansea/Abertawe,Ysgol Gymraeg Y Cwm,
Swansea/Abertawe,Glais Primary School,
Swansea/Abertawe,Danygraig Primary School,
Swansea/Abertawe,YGG Llwynderw,
Swansea/Abertawe,Cadle Primary School,
Swansea/Abertawe,Whitestone Primary School,
Swansea/Abertawe,Pontarddulais Primary School,School self funding
Enfield,George Spicer Primary School,
Swansea/Abertawe,Birchgrove Primary School,
Swansea/Abertawe,Dylan Thomas Community School,
Swansea/Abertawe,Cwm Glas Primary,
Swansea/Abertawe,Ysgol Gymraeg Lon Las,
Swansea/Abertawe,Birchgrove Comprehensive School,School self funding
Swansea/Abertawe,Ysgol Gyfun Gymraeg Bryn Tawe,
Swansea/Abertawe,Ysgol Gynradd Gymraeg Tirdeunaw,
Swansea/Abertawe,Ynystawe Primary School,
Swansea/Abertawe,Gorseinon Primary School,
Swansea/Abertawe,Sketty Primary School,
Swansea/Abertawe,Bishopston Primary School,
Swansea/Abertawe,Ysgol Gynradd Gymraeg Bryniago,
Swansea/Abertawe,Christchurch Primary School,
Swansea/Abertawe,Waunarlwydd Primary School,
Swansea/Abertawe,Cila Primary School,
Swansea/Abertawe,Newton Primary School,
Swansea/Abertawe,Llangyfelach Primary School,
Swansea/Abertawe,Ysgol Gynradd Gymraeg Gellionnen,
Swansea/Abertawe,Ysgol Gynradd Gymraeg Tan-y-lan,
Swansea/Abertawe,Gwyrosydd Primary School,
Peterborough Diocese Education Trust,Braunston C of E Primary School,Simon Gibson Charitable Trust
Swansea/Abertawe,Ysgol Pen y Bryn,School self funding
Swansea/Abertawe,St Helen's Primary School,
TEAM Education Trust,Stubbin Wood School and Shirebrook Academy,
TEAM Education Trust,Stubbin Wood and Woodhoots Nursery,
Tees Valley Collaborative Trust,Prior Pursglove College,
Tees Valley Collaborative Trust,Errington Primary,
Tees Valley Collaborative Trust,Stockton Sixth Form College,
Telford and Wrekin,Hollinswood Primary School and Nursery,OVO Foundation
The Active Learning Trust,Cromwell Community College,Drax
The Active Learning Trust,Gusford Primary School,Drax
The Active Learning Trust,Hillside Primary School,Drax
The Active Learning Trust,Isle of Ely Primary School,Drax
The Active Learning Trust,Neale-Wade Academy,Drax
The Active Learning Trust,Earith Primary School,Drax
The Active Learning Trust,Chantry Academy,Drax
The Active Learning Trust,Sidegate Primary School,Drax
The Active Learning Trust,Highfield Ely Academy,Drax
The Active Learning Trust,Reydon Primary School,Drax
The Arbib Education Trust,The Langley Heritage Primary,MAT funding
The Arbib Education Trust,The Langley Academy,MAT funding
The Arbib Education Trust,The Langley Academy Primary,MAT funding
The Cam Academy Trust,Comberton Village College,Drax
The Education Alliance,Malet Lambert,Drax
The Education Alliance,Howden C of E Infant School,Drax
The Education Alliance,Howden Junior School,Drax
The Education Alliance,North Cave C of E Primary School,Drax
St Thomas Aquinas CMAT,St. Patrick's Catholic Voluntary Academy,
The Education Alliance,The Snaith School,Drax
The Education Alliance,South Hunsley School and Sixth Form College,Drax
The Education Alliance,Hunsley Primary,Drax
The GORSE Academies Trust,Bardsey Primary School,MAT funding
The GORSE Academies Trust,The Stephen Longfellow Academy,Drax
The GORSE Academies Trust,Morley Newlands Academy,Drax
The GORSE Academies Trust,Boston Spa Academy,MAT funding
The GORSE Academies Trust,Hillcrest Academy,Drax
The GORSE Academies Trust,Ryecroft Academy,MAT funding
The GORSE Academies Trust,The Morley Academy,Drax
The GORSE Academies Trust,Bruntcliffe Academy,Drax
The GORSE Academies Trust,Richmond Hill Academy,Drax
The GORSE Academies Trust,John Smeaton Academy,Drax
The GORSE Academies Trust,Little London Academy,Drax
The GORSE Academies Trust,The Ruth Gorse Academy,Drax
The GORSE Academies Trust,Leeds Mathematics School,MAT funding
The GORSE Academies Trust,The Farnley Academy,Drax
The Partnership Trust,Castle Primary School,
Futura Learning Partnership,Puriton Primary School,Pending data
The Partnership Trust,Fosse Way School,
The Partnership Trust,Roundhill Primary School,
The Partnership Trust,The Mendip School,OVO Foundation
The Partnership Trust,Abbot Alphege Academy,
The Partnership Trust,Pensford Primary School,King Charles III Charitable Fund
The Partnership Trust,Hayesdown First School,
The Partnership Trust,Cameley C of E Primary School,
The Partnership Trust,Marksbury C of E Primary School,OVO Foundation
The Partnership Trust,Weston All Saints Primary School,
The Priory Learning Trust,West Huntspill Primary Academy,OVO Foundation
The Priory Learning Trust,Castle Batch Primary School Academy,OVO Foundation
The Priory Learning Trust,East Huntspill Primary Academy,OVO Foundation
The Priory Learning Trust,Pawlett Primary School Academy,OVO Foundation
The Priory Learning Trust,Worle Community School,OVO Foundation
The Priory Learning Trust,The King Alfred School,OVO Foundation
The Priory Learning Trust,Berrow Primary Church Academy,MAT funding
The Priory Learning Trust,Priory Community School Academy,MAT funding
The Priory Learning Trust,St Anne's Church Academy - West Wick Site,MAT funding
The Two Counties Trust,Selston High School,Drax
The Two Counties Trust,Heritage High School,Drax
The Two Counties Trust,Swanwick Hall School,Drax
The Two Counties Trust,Friesland School,Drax
The Two Counties Trust,Ashfield School,Drax
The Two Counties Trust,Frederick Gent School,Drax
The Two Counties Trust,Wilsthorpe School,Drax
Together Learning Trust,Castle Hill School,Drax
Together Learning Trust,Honley High School,Drax
Together Learning Trust,Netherton Infant & Nursery School,Drax
Together Learning Trust,Ryburn Valley High School,Drax
Together Learning Trust,Scout Road Academy,Drax
Together Learning Trust,Meltham Moor Primary School,Drax
Together Learning Trust,Bolton Brow Academy,Drax
Delta Academies Trust,Goole Academy,
Together Learning Trust,Brooksbank School,Drax
Tower Hamlets,Harry Gosling Primary School,
Trafford,Saint Ambrose College,
United Learning,Sheffield Park Academy,Drax
United Learning,Barnsley Academy,Drax
United Learning,Swindon Academy - Alton Close,OVO Foundation
United Learning,Swindon Academy - Beech Avenue,OVO Foundation
United Learning,Avonbourne Girls' Academy,OVO Foundation
United Learning,Avonbourne Boys' Academy,OVO Foundation
United Learning,Glenmoor Academy,OVO Foundation
United Learning,Paddington Academy,OVO Foundation
United Learning,Walthamstow Academy,OVO Foundation
United Learning,The Albion Academy,
United Learning,Wilberforce Primary School,OVO Foundation
United Learning,Newstead Wood School,OVO Foundation
United Learning,Avonwood Primary School,OVO Foundation
United Learning,Abbey Hey Primary Academy,
United Learning,Stockport Academy,
United Learning,Southway Primary School,
United Learning,Fulham Primary School,
United Learning,Langford Primary School,
United Learning,Salford City Academy,
United Learning,Sulivan Primary,
United Learning,The Elms Academy,
United Learning,The John Roan School,
United Learning,Parkside Community College,ORIT Impact Fund
Wandle Learning Trust,Ravenstone Primary School,
Wandle Learning Trust,Chesterton Primary,
United Learning,Coleridge Community College,
United Learning,Cambridge Academy for Science and Technology,
United Learning,Galfrid School,
United Learning,Richard Rose Morton Academy,
United Learning,The Cornerstone Academy,Pitched school self funding
United Learning,Richard Rose Central Academy,
United Learning,Winston Way Academy,Pitched school self funding
United Learning,Walthamstow Primary Academy,Pitched school self funding
United Learning,Cravenwood Primary Academy,
United Learning,Wye School,
United Learning,Whittingham Primary Academy,Pitched school self funding
United Learning,Salisbury Manor Primary School,Pitched school self funding
United Learning,Longshaw Primary Academy,Pitched school self funding
United Learning,Sheffield Springs Academy,School self funding
Unity Schools Partnership,Abbots Green Academy,
Unity Schools Partnership,Breckland School,
Unity Schools Partnership,Burton End Primary Academy,Drax
Unity Schools Partnership,Castle Manor Academy,Drax
Unity Schools Partnership,Churchill Special School,
Unity Schools Partnership,Clements Primary School,Drax
Inspiring Primaries Academy Trust,Dunton Bassett Primary School,Pending data
Inspiring Primaries Academy Trust,Sharnford CE Primary School,Pending data
Unity Schools Partnership,County High School - Beetons Way Campus,MAT funding
Unity Schools Partnership,County High School - Oliver Road Campus,
Unity Schools Partnership,Coupals Primary Academy,Drax
Central Bedfordshire,Aspley Guise Village School,Laser/npower
Central Bedfordshire,Vandyke Upper School,Laser/npower
Unity Schools Partnership,Felixstowe School,Drax
Central Bedfordshire,Greenleas School,Laser/npower
Unity Schools Partnership,Glemsford Primary Academy,Drax
Lift Schools,Noel Park Primary School,Shoosmiths
Unity Schools Partnership,Houldsworth Valley Primary Academy,Drax
Unity Schools Partnership,Langer Primary Academy,Pending data
Unity Schools Partnership,Laureate Community Academy,MAT funding
Unity Schools Partnership,Newmarket Academy,
Lift Schools,Greenwood Academy,Laser/npower
Unity Schools Partnership,Place Farm Academy,Drax
Unity Schools Partnership,Samuel Ward Academy,MAT funding
Unity Schools Partnership,Sir Bobby Robson School,Drax
Unity Schools Partnership,Sir Peter Hall Special School,Drax
Unity Schools Partnership,St Edward's Church of England Academy,
Unity Schools Partnership,Steeple Bumpstead Primary School,Drax
The Two Counties Trust,Manor Academy,Pending data
Unity Schools Partnership,Sybil Andrews Academy,
Northampton Primary Academy Trust,Blackthorn Primary School,Pending data
Unity Schools Partnership,The Bridge School,Drax
Unity Schools Partnership,Thomas Gainsborough School,Drax
Unity Schools Partnership,Tollgate Primary School,Drax
Unity Schools Partnership,Wells Hall Primary School,
Unity Schools Partnership,West Row Academy,MAT funding
Unity Schools Partnership,Westfield Primary Academy,MAT funding
Unity Schools Partnership,Wickhambrook Primary Academy,Drax
Unity Schools Partnership,Woodhall Primary School,Drax
"Aspire Academy Trust, Cornwall",Whitemoor Academy,MAT funding
Vale of Glamorgan,Cowbridge Comprehensive School - secondary school,
Vale of Glamorgan,Romilly Primary School,
Vale of Glamorgan,"St Josephâ€™s RC Primary School, Penarth",
Waltham Forest,Greenleaf Primary School,OVO Foundation
Wandle Learning Trust,Paxton Primary Academy,OVO Foundation
Wandle Learning Trust,Chestnut Grove Academy,OVO Foundation
"Aspire Academy Trust, Cornwall",Breage C of E Primary School,MAT funding
Wensum Trust,Hellesdon High School,MAT funding
Wensum Trust,Arden Grove Infant and Nursery School,
Wensum Trust,Alderman Peel High School,Drax
Wensum Trust,Heather Avenue Infant School,
Wensum Trust,Acle Academy,
Wessex Multi-Academy Trust,Dorchester Middle School,Lux Nova
Wessex Multi-Academy Trust,Damers First School,Lux Nova
Wessex Multi-Academy Trust,The Purbeck School,Lux Nova
Wessex Multi-Academy Trust,Frome Valley First School,Lux Nova
Wessex Multi-Academy Trust,"St Mary's Middle School, Puddletown",Lux Nova
Wessex Multi-Academy Trust,Bere Regis School,Lux Nova
Wessex Multi-Academy Trust,St Osmund's Middle School,Lux Nova
Wessex Multi-Academy Trust,The Thomas Hardye School,Lux Nova
"Aspire Academy Trust, Cornwall",St Mawes Primary School,MAT funding
Wessex Multi-Academy Trust,Milborne St Andrew First School,Lux Nova
Wessex Multi-Academy Trust,Manor Park First School,Lux Nova
Wessex Multi-Academy Trust,Piddle Valley First School,Lux Nova
West Sussex,Boxgrove C of E Primary School,Laser/npower
West Sussex,St Lawrence CE Primary School,Laser/npower
Westminster,The St Marylebone School - 14 Blandford St,Shoosmiths
Westminster,The St Marylebone School - 64 Marylebone High Street,Shoosmiths
Wickersley Partnership Trust,Clifton Community School,MAT funding
Wessex Multi-Academy Trust,Puddletown First School,Lux Nova
Wickersley Partnership Trust,Thrybergh Primary School,MAT funding
Wickersley Partnership Trust,Rawmarsh Sandhill Primary Academy,Drax
Wickersley Partnership Trust,Foljambe Primary School,MAT funding
Wickersley Partnership Trust,Aston Hall Primary School,Drax
Wickersley Partnership Trust,The Gainsborough Academy,MAT funding
Wickersley Partnership Trust,Monkwood Primary Academy,MAT funding
Wickersley Partnership Trust,Wickersley School and Sports College,Drax
Wickersley Partnership Trust,Rawmarsh Community School,MAT funding
Wickersley Partnership Trust,Rawmarsh Ashwood Primary School,Drax
Wickersley Partnership Trust,Brinsworth Whitehill Primary School,MAT funding
Wickersley Partnership Trust,Thrybergh Academy,MAT funding
Wickersley Partnership Trust,Aston Lodge Primary School,Drax
Wiltshire,"St Joseph's Catholic Primary School, Devizes",OVO Foundation
Wiltshire,Frogwell Primary School,
Wiltshire,Lacock Primary School,
Wiltshire,Walwayne Court Primary School,OVO Foundation
Wiltshire,Bellefield Primary School,
Wiltshire,Sheldon School,OVO Foundation
Wiltshire,Westbury Leigh Primary School,
Wiltshire,Staverton Primary School,
Together Learning Trust,Linthwaite Clough School,Drax
Wiltshire,"St Joseph's Catholic Primary School, Malmesbury",
Wiltshire,Bratton Primary School,
Wiltshire,"St Mary's Primary School, Purton",OVO Foundation
Wiltshire,Luckington Community School,
Wiltshire,St George's Catholic Primary School,
Wiltshire,Hilperton Primary School,
Wiltshire,Sambourne Primary School,School self funding
Wiltshire,"St John's Catholic Primary School, Trowbridge",
Wiltshire,Matravers School,
Sir John Brunner Foundation,"The County High School, Leftwich",Pending data
Wiltshire,Mere Primary School,
Wiltshire,Langley Fitzurse Primary School,
Wiltshire,Alderbury & West Grimstead Primary School,
Haringey,Ferry Lane Primary School,Pending data
Wiltshire,Brinkworth Earl Danby's Primary School,
Wiltshire,Urchfont Primary School,
Wiltshire,Kington St Michael Primary School,
Wiltshire,Lyneham Primary School,OVO Foundation
Wiltshire,"St Michael's Primary School, Aldbourne",OVO Foundation
Wiltshire,Crudwell Primary School,
Wiltshire,Stanton St Quintin Primary & Nursery School,
Windsor and Maidenhead,Cox Green School,
Windsor and Maidenhead,Furze Platt Senior School,
Wirral,South Wirral High School,
A.C.T. Multi-Academy Trust,Great Wilbraham Primary,Drax
A.C.T. Multi-Academy Trust,Buckden CofE Primary School,Drax
"Aspire Learning Partnership, Leicester",Soar Valley College,G4S
Attenborough Learning Trust,Shenton Primary School,Drax
Birmingham,Rubery Nursery School,Acivico
Birmingham,West Heath Nursery School,Acivico
Brent,Anson Primary School,Pending data
Brighton and Hove,Hove Park School - Nevill Campus,OVO Foundation
Brighton and Hove,Hove Park School - Valley Campus,OVO Foundation
Brighton and Hove,Aldrington CE Primary,Brighton Energy Co-op
Brighton and Hove,Cardinal Newman Catholic School,Brighton Energy Co-op
Cambridgeshire,Teversham CE Primary School,Pending data
Cathedral Schools Trust,Henleaze Infant School,Big Give
Cathedral Schools Trust,Henleaze Junior School,Big Give
Cathedral Schools Trust,Ashton Gate Primary School,Big Give
Derbyshire,Stretton Handley Primary School,Drax
Diocese of Norwich,Cringleford Primary School,Simon Gibson Charitable Trust
East Riding of Yorkshire,Parkside Primary,Drax
Embark Federation,Aldercar High School,Drax
Embark Federation,Anthony Gell School,Drax
Embark Federation,Buxton Community School,Drax
Embark Federation,Heath Primary School,Drax
Embark Federation,Horsley Woodhouse Primary School,Pending data
Embark Federation,Parkside Community School,Drax
Embark Federation,Richardson Endowed Primary,Pending data
Embark Federation,William Rhodes Primary & Nursery School,Drax
Finham Park Multi-Academy Trust,Finham Park 2,OVO Foundation
Finham Park Multi-Academy Trust,Lyng Hall School,OVO Foundation
Finham Park Multi-Academy Trust,Lillington Primary,OVO Foundation
Finham Park Multi-Academy Trust,Meadow Park School,OVO Foundation
Finham Park Multi-Academy Trust,Limbrick Wood Primary,OVO Foundation
Finham Park Multi-Academy Trust,Finham Park School,MAT funding
Finham Park Multi-Academy Trust,Finham Primary,MAT funding
Finham Park Multi-Academy Trust,Pearl Hyde Community Primary,MAT funding
Hackney,All Saints Catholic High School,Shoosmiths
Inspiration Trust,Great Yarmouth Primary Academy,Drax
Inspiration Trust,Great Yarmouth Charter Academy,Simon Gibson Charitable Trust
Inspiration Trust,Norwich Primary Academy,Drax
Inspiration Trust,Queensway School,Drax
Inspiration Trust,Cringleford Prep,Drax
Inspiration Trust,Cobholm Primary Academy,Drax
Inspiration Trust,Hewett Academy,Simon Gibson Charitable Trust
Inspiration Trust,Stradbroke Primary Academy,Drax
Inspiration Trust,East Point Academy,Simon Gibson Charitable Trust
Inspiration Trust,The Thetford Academy,Drax
Inspiration Trust,Jane Austen College,Simon Gibson Charitable Trust
Inspiration Trust,Wayland Academy,Simon Gibson Charitable Trust
Inspiration Trust,King Edward VII Academy,Simon Gibson Charitable Trust
Inspiration Trust,Cromer Academy,Simon Gibson Charitable Trust
Inspiration Trust,Charles Darwin Primary School,Drax
Inspiration Trust,Hethersett Academy,MAT funding
Inspiration Trust,Sir Isaac Newton Sixth Form Free School,MAT funding
Learning Academy Partnership,Ellacombe C of E Academy,Pending data
Learning Academy Partnership,All Saints Marsh C of E Academy,Pending data
Learning Academy Partnership,Warberry C of E Academy,Pending data
Learning Academy Partnership,West Alvington C of E Academy,Pending data
Learning Academy Partnership,Lamerton Church of England Academy,Pending data
Learning Academy Partnership,Lifton Community Academy,Pending data
Learning Academy Partnership,Gulworthy Academy,Pending data
Learning Academy Partnership,Dartington C of E Academy,Pending data
Learning Academy Partnership,Bovey Tracey Academy,Pending data
Lionheart Multi-Academy Trust,Mercia Academy,Pending data
Lionheart Multi-Academy Trust,Newhall Junior School,Pending data
Maiden Erlegh Trust,"Maiden Erlegh, Reading",OVO Foundation
Maiden Erlegh Trust,Great Hollands Primary,OVO Foundation
Maiden Erlegh Trust,Hamilton School,Shoosmiths
Maiden Erlegh Trust,Oak Tree School,OVO Foundation
Maiden Erlegh Trust,Cranbury College,Shoosmiths
Maiden Erlegh Trust,Birch Hill Primary,MAT funding
Maiden Erlegh Trust,Maiden Erlegh Chiltern Edge,MAT funding
Maiden Erlegh Trust,Maiden Erlegh,MAT funding
Newham,Maryland Primary School,Shoosmiths
North Lincolnshire,St Hugh's School,Drax
Nottinghamshire,Albany Junior School,Shoosmiths
Other independent schools,Cokethorpe School,School self funding
Other independent schools,Royal Russell,School self funding
Peterborough,"St Michael's Church School, Peterborough",
Rugby,Bilton C of E Junior School,OVO Foundation
Somerset,Bishop Fox's School,School self funding
Southwark,Dulwich Village C of E Infants' School,Pending data
The Active Learning Trust,Chesterton Primary School,Pending data
The Active Learning Trust,Pakefield Primary School,Simon Gibson Charitable Trust
The Active Learning Trust,Red Oak Primary School,Simon Gibson Charitable Trust
The Active Learning Trust,The Albert Pye Community Primary School,Simon Gibson Charitable Trust
The Active Learning Trust,The Grove Primary School,Simon Gibson Charitable Trust
The Active Learning Trust,Westwood Primary School,Simon Gibson Charitable Trust
The Diocese of Coventry MAT,All Saints Bedworth CofE Academy,Shoosmiths
The Diocese of Coventry MAT,"Harris CofE Academy, Rugby",Shoosmiths
The Diocese of Coventry MAT,Queens CofE Academy,Shoosmiths
The Diocese of Coventry MAT,St Nicolas CofE Academy,Big Give
The Diocese of Coventry MAT,Stretton CofE Academy,Shoosmiths
The GORSE Academies Trust,Elliott Hudson College,MAT funding
United Learning,The Hurlingham Academy,Pitched school self funding
United Learning,Surbiton High School,School self funding
United Learning,Accrington Academy,School self funding
United Learning,Winton Academy,School self funding
United Learning,The Regis School,School self funding
United Learning,Hill View Primary School,School self funding
United Learning,The Hyndburn Academy,School self funding
United Learning,Seahaven Academy,School self funding
United Learning,Nova Hreod Academy,School self funding
United Learning,AKS Lytham,School self funding
United Learning,Hartshill Academy,School self funding
United Learning,Heath Lane Academy,School self funding
United Learning,George Eliot Academy,School self funding
United Learning,Nuneaton Academy,School self funding
United Learning,Guildford High School,School self funding
United Learning,Manchester Academy,Shoosmiths
United Learning,Abbey Hey Primary Academy,Shoosmiths
United Learning,Bacon's College,Shoosmiths
United Learning,Cravenwood Primary,Shoosmiths
United Learning,Ernest Bevin Academy,Shoosmiths
United Learning,"High Hazels Junior, Infant and Nursery",Shoosmiths
United Learning,Sedgehill Academy,Pending data
United Learning,Trumpington Community College,Simon Gibson Charitable Trust
Vale of Glamorgan,Stanwell School,Vale of Glamorgan Council
Waltham Forest,Highams Park School,Shoosmiths
Warwickshire,Brookhurst Primary School,Big Give
West Berkshire,Little Heath School,Big Give
West Sussex,The Angmering School,Laser/npower
West Sussex,Holbrook Primary School,Laser/npower
Lewisham,St Mary's Lewisham Church of England Primary School,Pending data
Diocese of Norwich,Clover Hill VA Infant School,Simon Gibson Charitable Trust
Diocese of Norwich,"St Michaels VA Junior School, Bowthorpe",Drax
Diocese of Norwich,Horsford Juniors Mill Lane,Simon Gibson Charitable Trust
Diocese of Norwich,Horsford Primary – Holt Road,Simon Gibson Charitable Trust
Carmarthenshire/Sir GÃ¢r,Ysgol Gynradd Nantgaredig,Carmarthenshire Council
Carmarthenshire/Sir GÃ¢r,Ysgol Gymunedol Cae’r Felin Community School,Carmarthenshire Council
Carmarthenshire/Sir GÃ¢r,Ysgol Llanllwni,Carmarthenshire Council
Carmarthenshire/Sir GÃ¢r,Ysgol Llanpumsaint,Carmarthenshire Council
Carmarthenshire/Sir GÃ¢r,Ysgol Abergwili,Carmarthenshire Council
Carmarthenshire/Sir GÃ¢r,Ysgol Cynwyl Elfed,Carmarthenshire Council
LiFE Multi-Academy Trust,Braunstone Frith Primary Academy,ORIT Impact Fund
Peterborough Diocese Education Trust,Peakirk Cum Glinton Primary School,Simon Gibson Charitable Trust
Brighton and Hove,Brighton Aldridge Community Academy,Brighton Energy Co-op
Brighton and Hove,Stanford Infant School,Big Give
Diocese of Norwich Education and Academies Trust,Peterhouse Primary Academy,Pending data
Diocese of Norwich Education and Academies Trust,Moorlands Primary Academy,Pending data
Diocese of Southwell and Nottingham Multi-Academy Trust,The King's CofE Primary School,Shoosmiths
Diocese of Norwich Education and Academies Trust,Rudham CofE Primary Academy,Pending data
Diocese of Norwich Education and Academies Trust,Brisley CofE Primary Academy Trust,Pending data
Acer Trust,Botley School,OVO Foundation
Derbyshire,Earl Sterndale CE Primary School,Drax
Derbyshire,Breadsall CE Primary,Drax
Epping Forest Schools Partnership Trust,The Alderton Junior School,Drax
West Berkshire,Robert Sandilands Primary School and Nursery,Shoosmiths
Diocese of Norwich Education and Academies Trust,Kessingland Church of England Primary Academy,Pending data
Nottinghamshire,"St Peter's CofE Primary and Nursery School, Gringley-on-the-Hill",Drax
Diocese of Southwell and Nottingham Multi-Academy Trust,St Peters Cross Keys C of E Academy,Drax
Argyll and Bute,Oban High School,Drax
Ivy Learning Trust,Brimsdown Primary school,
Diocese of Norwich Education and Academies Trust,Kessingland Church of England Primary Academy,Pending data
Diocese of Norwich Education and Academies Trust,Whitefriars Church of England Primary Academy,Pending data
Diocese of Southwell and Nottingham Multi-Academy Trust,"St John's C of E Academy, Worksop",Drax
Diocese of Norfolk,Ingoldisthorpe C of E Primary School,Simon Gibson Charitable Trust
Brighton and Hove,Blatchington mill school,Brighton Energy Co-op
Derbyshire,William Levick Primary School,Drax
Forward Education Trust,Brays School,Shoosmiths
Forward Education Trust,The Bridge School,Shoosmiths
Forward Education Trust,Hallmoor School,Shoosmiths
Forward Education Trust,High Point Academy,Shoosmiths
Forward Education Trust,The Heights Academy,Shoosmiths
Forward Education Trust,Lea Hall Academy,Shoosmiths
ALP Schools,Alp Nuneaton,ORIT Impact Fund
ALP Schools,Alp Parkview Academy,ORIT Impact Fund
ALP Schools,Alp Sittingbourne,Big Give
Stowe Valley Multi-Academy Trust,Bishops Itchington Primary School,School self funding
Broadleaf Partnership Trust,Town Junior School,Shoosmiths
Broadleaf Partnership Trust,Perryfields Academy,Shoosmiths
Broadleaf Partnership Trust,Holland House Infant School and Nursery,Shoosmiths
Broadleaf Partnership Trust,Court Farm Primary School,Shoosmiths
Broadleaf Partnership Trust,Plantsbrook School,MAT funding
Epping Forest Schools Partnership Trust,Buckhurst Hill Community Primary School,ORIT Impact Fund
Epping Forest Schools Partnership Trust,Ivy Chimneys Primary School,ORIT Impact Fund
Epping Forest Schools Partnership Trust,Lambourne Primary School,Drax
Epping Forest Schools Partnership Trust,High Beech CofE Primary School,Drax
Epping Forest Schools Partnership Trust,Hillhouse CofE Primary School,Drax
Epping Forest Schools Partnership Trust,Chigwell Row Infant School,Drax
Epping Forest Schools Partnership Trust,White Bridge Primary School,ORIT Impact Fund
Neath Port Talbot Council,Catwg Primary School,Neath Port Talbot Council
Lift Schools,Percy Shurmer Academy,Laser/npower
Devon,Newton St Cyres Primary School,Laser/npower
Devon,Cheriton Fitzpaine Primary School,Laser/npower
David Ross Education Trust,Ainthorpe,Drax
David Ross Education Trust,Briar Hill,Scott Bader Charity Fund
David Ross Education Trust,Bobby Moore Primary,Shoosmiths
David Ross Education Trust,Bobby Moore Secondary,Shoosmiths
David Ross Education Trust,Charles Read,ORIT Impact Fund
David Ross Education Trust,Charnwood,ORIT Impact Fund
David Ross Education Trust,Eastfield,Scott Bader Charity Fund
David Ross Education Trust,Edward Heneage,ORIT Impact Fund
David Ross Education Trust,Fairfield Primary,ORIT Impact Fund
David Ross Education Trust,Falconers Hill,Scott Bader Charity Fund
David Ross Education Trust,Greenfields,Scott Bader Charity Fund
David Ross Education Trust,Havelock,ORIT Impact Fund
David Ross Education Trust,Hogsthorpe,ORIT Impact Fund
David Ross Education Trust,Ingoldsby,ORIT Impact Fund
David Ross Education Trust,Kings Heath,Shoosmiths
David Ross Education Trust,Newnham,Scott Bader Charity Fund
David Ross Education Trust,Rockingham,Scott Bader Charity Fund
David Ross Education Trust,Skegness Grammar,ORIT Impact Fund
David Ross Education Trust,Thomas Middlecott,ORIT Impact Fund
David Ross Education Trust,Welton CE,Scott Bader Charity Fund
Leicester and Leicestershire,St Hardulph's CofE Primary School,Drax
Surrey,Hythe Primary School,ORIT Impact Fund
Oxfordshire,Chilton Primary School,ORIT Impact Fund
HART Schools Trust,The Thomas Alleyne Academy,Laser/npower
HART Schools Trust,Roebuck Academy,Laser/npower
A.C.T. Multi-Academy Trust,Burrough Green CofE Academy,Pending data
Hertfordshire,Knebworth Primary and Nursery School,ORIT Impact Fund
Lancashire,Padiham primary School,ORIT Impact Fund
Coombe Academy Trust,Coombe Girls School,Shoosmiths
Coombe Academy Trust,Knollmead Primary School,Shoosmiths
Buckinghamshire,The Misbourne,School self funding
Chiltern Learning Trust,Lark Rise Academy,School self funding
